"ESA_Population_Name","Brood_Year","Species","pNOB","pHOB","Total_Releases","Popfit","Best_Value","NOSAIJ","NOSAEJ","pHOSIJ","pHOSEJ","TSAIJ","TSAEJ","pHOS","pNOS","pNI","NOSA","TSA"
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2012,"coho",NA,NA,0,"Multiple","Yes",NA,1601,NA,0.582,NA,3838,0.582,0.418,NA,1601,3838
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2013,"coho",NA,NA,0,"Multiple","Yes",NA,12,NA,0.998,NA,5866,0.998,0.002,NA,12,5866
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2014,"coho",NA,NA,0,"Multiple","Yes",NA,6850,NA,0.768,NA,29471,0.768,0.232,NA,6850,29471
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2015,"coho",NA,NA,0,"Multiple","Yes",NA,374,NA,0.715,NA,1315,0.715,0.285,NA,374,1315
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2016,"coho",1,0,1127160,"Multiple","Yes",NA,911,NA,0.907,NA,9773,0.907,0.093,0.524383848977451,911,9773
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2017,"coho",0.997474747474748,0.00252525252525249,1055449,"Multiple","Yes",NA,5200,NA,0.554,NA,11653,0.554,0.446,0.642920388551785,5200,11653
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2018,"coho",0.777460770328103,0.222539229671897,1003205,"Multiple","Yes",NA,172,NA,0.971,NA,6004,0.971,0.029,0.444654397468815,172,6004
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2019,"coho",1,0,919608,"Multiple","Yes",NA,3562,NA,0.634,NA,9733,0.634,0.366,0.611995104039168,3562,9733
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2020,"coho",1,0,968489,"Multiple","Yes",NA,8915,NA,0.581,NA,21294,0.581,0.419,0.632511068943707,8915,21294
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2021,"coho",0.997304582210243,0.00269541778975746,994377,"Multiple","Yes",NA,9666,NA,0.672,NA,29441,0.672,0.328,0.597437156069962,9666,29441
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2022,"coho",NA,NA,0,"Multiple","Yes",NA,11532,NA,0.516,NA,23839,0.516,0.484,NA,11532,23839
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2010,"coho",NA,NA,0,"Portion","Yes",NA,20,NA,0.259,NA,27,0.259,0.741,NA,20,27
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2011,"coho",NA,NA,0,"Portion","Yes",NA,61,NA,0.247,NA,81,0.247,0.753,NA,61,81
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2012,"coho",NA,NA,0,"Portion","Yes",NA,52,NA,0.257,NA,70,0.257,0.743,NA,52,70
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2013,"coho",NA,NA,0,"Portion","Yes",NA,56,NA,0.282,NA,78,0.282,0.718,NA,56,78
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2014,"coho",NA,NA,0,"Portion","Yes",NA,25,NA,0.242,NA,33,0.242,0.758,NA,25,33
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2015,"coho",NA,NA,0,"Portion","Yes",NA,78,NA,0.243,NA,103,0.243,0.757,NA,78,103
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2016,"coho",NA,NA,0,"Portion","Yes",NA,44,NA,0.254,NA,59,0.254,0.746,NA,44,59
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2017,"coho",NA,NA,0,"Portion","Yes",NA,39,NA,0.25,NA,52,0.25,0.75,NA,39,52
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2018,"coho",NA,NA,0,"Portion","Yes",NA,44,NA,0.302,NA,63,0.302,0.698,NA,44,63
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2019,"coho",NA,NA,0,"Portion","Yes",NA,64,NA,0.333,NA,96,0.333,0.667,NA,64,96
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2020,"coho",NA,NA,0,"Portion","Yes",NA,11,NA,NA,NA,15,0.266666666666667,0.733333333333333,NA,11,15
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2021,"coho",NA,NA,0,"Portion","Yes",NA,46,NA,0.27,NA,63,0.27,0.73,NA,46,63
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2022,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2010,"coho",NA,NA,152039,"Same","Yes",NA,597,NA,0.402,NA,1012,0.402,0.598,NA,597,1012
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2011,"coho",NA,NA,153227,"Same","Yes",NA,399,NA,0.104,NA,454,0.104,0.896,NA,399,454
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2012,"coho",0.199233320856512,0.800766679143488,154954,"Same","Yes",NA,386,NA,0.121,NA,448,0.121,0.879,0.622150500527655,386,448
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2013,"coho",0.978494623655914,0.021505376344086,153899,"Same","Yes",NA,423,NA,0.336,NA,648,0.336,0.664,0.744388456252863,423,648
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2014,"coho",0.5,0.5,153615,"Same","Yes",NA,834,NA,0.685,NA,2640,0.685,0.315,0.421940928270042,834,2640
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2015,"coho",0.5,0.5,149841,"Same","Yes",NA,151,NA,0.618,NA,396,0.618,0.382,0.447227191413238,151,396
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2016,"coho",0.5,0.5,127939,"Same","Yes",NA,322,NA,0.722,NA,1158,0.722,0.278,0.409165302782324,322,1158
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2017,"coho",0.5,0.5,142285,"Same","Yes",NA,272,NA,0.75,NA,1085,0.75,0.25,0.4,272,1085
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2018,"coho",0.5,0.5,130228,"Same","Yes",NA,302,NA,0.703,NA,1019,0.703,0.297,0.415627597672486,302,1019
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2019,"coho",0.5,0.5,109794,"Same","Yes",NA,584,NA,0.549,NA,1304,0.549,0.451,0.476644423260248,584,1304
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2020,"coho",0.5,0.5,102780,"Same","Yes",NA,858,NA,0.608,NA,2223,0.608,0.392,0.451263537906137,858,2223
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2021,"coho",0.5,0.5,109567,"Same","Yes",NA,860,NA,0.173,NA,1051,0.173,0.827,0.742942050520059,860,1051
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2022,"coho",NA,NA,0,"Same","Yes",NA,1026,NA,0.387,NA,1695,0.387,0.613,NA,1026,1695
"Salmon, coho (Lower Columbia River ESU) Washougal River - late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2010,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,528,NA,NA,NA,NA,528
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2011,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,408,NA,NA,NA,NA,408
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2012,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,256,NA,NA,NA,NA,256
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2013,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,622,NA,NA,NA,NA,622
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2014,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,496,NA,NA,NA,NA,496
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2015,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,940,NA,NA,NA,NA,940
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2016,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,886,NA,NA,NA,NA,886
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2017,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,294,NA,NA,NA,NA,294
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2018,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,474,NA,NA,NA,NA,474
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2019,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,354,NA,NA,NA,NA,354
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2020,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,352,NA,NA,NA,NA,352
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2021,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,592,NA,NA,NA,NA,592
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2022,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,234,NA,NA,NA,NA,234
"Steelhead (Lower Columbia River DPS) Coweeman River - winter",2023,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2010,"steelhead",NA,NA,17024,"Same","Yes",600,600,NA,NA,NA,NA,NA,NA,NA,600,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2011,"steelhead",NA,NA,15000,"Same","Yes",1036,1036,NA,NA,NA,NA,NA,NA,NA,1036,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2012,"steelhead",0,1,15700,"Same","Yes",1084,1084,NA,NA,NA,NA,NA,NA,NA,1084,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2013,"steelhead",NA,NA,0,"Same","Yes",1059,1059,NA,NA,NA,NA,NA,NA,NA,1059,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2014,"steelhead",NA,NA,0,"Same","Yes",617,617,NA,NA,NA,NA,NA,NA,NA,617,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2015,"steelhead",NA,NA,0,"Same","Yes",843,843,NA,NA,NA,NA,NA,NA,NA,843,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2016,"steelhead",NA,NA,0,"Same","Yes",824,824,NA,NA,NA,NA,NA,NA,NA,824,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2017,"steelhead",NA,NA,0,"Same","Yes",739,739,NA,NA,NA,NA,NA,NA,NA,739,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2018,"steelhead",NA,NA,0,"Same","Yes",617,617,NA,NA,NA,NA,NA,NA,NA,617,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2019,"steelhead",NA,NA,0,"Same","Yes",367,367,NA,NA,NA,NA,NA,NA,NA,367,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2020,"steelhead",NA,NA,0,"Same","Yes",331,NA,NA,NA,NA,NA,NA,NA,NA,331,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2021,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2022,"steelhead",NA,NA,0,"Same","Yes",NA,866,NA,NA,NA,NA,NA,NA,NA,866,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - summer",2023,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2010,"steelhead",NA,NA,57758,"Same","Yes",NA,NA,NA,NA,NA,336,NA,NA,NA,NA,336
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2011,"steelhead",NA,NA,60000,"Same","Yes",NA,NA,NA,NA,NA,308,NA,NA,NA,NA,308
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2012,"steelhead",0,1,59992,"Same","Yes",NA,NA,NA,NA,NA,272,NA,NA,NA,NA,272
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2013,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,488,NA,NA,NA,NA,488
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2014,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,414,NA,NA,NA,NA,414
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2015,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,678,NA,NA,NA,NA,678
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2016,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,984,NA,NA,NA,NA,984
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2017,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,746,NA,NA,NA,NA,746
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2018,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,538,NA,NA,NA,NA,538
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2019,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,322,NA,NA,NA,NA,322
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2020,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,728,NA,NA,NA,NA,728
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2021,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,604,NA,NA,NA,NA,604
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2022,"steelhead",NA,NA,0,"Same","Yes",NA,NA,NA,NA,NA,234,NA,NA,NA,NA,234
"Steelhead (Lower Columbia River DPS) East Fork Lewis River - winter",2023,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2010,"steelhead",NA,NA,76672,"Same","Yes",392,392,NA,NA,982,982,0.60081466395112,0.39918533604888,NA,392,982
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2010,"steelhead",NA,NA,76672,NA,"Yes",NA,NA,0.6,0.6,NA,NA,0.6,0.4,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2011,"steelhead",1,0,90385,"Same","Yes",582,582,NA,NA,1178,1178,0.505942275042445,0.494057724957555,0.664036076662909,582,1178
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2011,"steelhead",1,0,90385,NA,"Yes",NA,NA,0.505,0.505,NA,NA,0.505,0.495,0.664451827242525,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2012,"steelhead",0.666703324498796,0.333296675501204,90931,"Same","Yes",667,667,NA,NA,1207,1207,0.447390223695112,0.552609776304888,0.598426699068143,667,1207
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2012,"steelhead",0.666703324498796,0.333296675501204,90931,NA,"Yes",NA,NA,0.448,0.448,NA,NA,0.448,0.552,0.598099341632955,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2013,"steelhead",0.763517058110235,0.236482941889765,116279,"Same","Yes",745,745,NA,NA,1186,1186,0.371838111298482,0.628161888701518,0.672491814616802,745,1186
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2013,"steelhead",0.763517058110235,0.236482941889765,116279,NA,"Yes",NA,NA,0.37,0.37,NA,NA,0.37,0.63,0.673582327365366,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2014,"steelhead",0.759450565642344,0.240549434357656,122162,"Same","Yes",402,402,NA,NA,751,751,0.464713715046605,0.535286284953395,0.620382882937029,402,751
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2014,"steelhead",0.759450565642344,0.240549434357656,122162,NA,"Yes",NA,NA,0.463,0.463,NA,NA,0.463,0.537,0.621252578212262,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2015,"steelhead",0.7076204238921,0.2923795761079,103800,"Same","Yes",795,795,NA,NA,1879,1879,0.576902607770091,0.423097392229909,0.550881849877327,795,1879
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2015,"steelhead",0.7076204238921,0.2923795761079,103800,NA,"Yes",NA,NA,0.576,0.576,NA,NA,0.576,0.424,0.551269215354571,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2016,"steelhead",0.619283778514644,0.380716221485356,79570,"Same","Yes",877,877,0.353,0.353,1356,1356,0.353,0.647,0.636937273046685,877,1356
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2017,"steelhead",0.6,0.4,91078,"Same","Yes",648,648,0.457,0.457,1195,1195,0.457,0.543,0.567644276253548,648,1195
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2018,"steelhead",0.58974358974359,0.41025641025641,88608,"Same","Yes",329,329,0.321,0.321,486,486,0.321,0.679,0.64754075283651,329,486
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2019,"steelhead",0.866666666666667,0.133333333333333,56052,"Same","Yes",392,392,0.318,0.318,577,577,0.318,0.682,0.731570061902082,392,577
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2020,"steelhead",0.818181818181818,0.181818181818182,75194,"Same","Yes",321,321,0.208,0.208,407,407,0.208,0.792,0.797306874557052,321,407
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2021,"steelhead",0.650485436893204,0.349514563106796,94208,"Same","Yes",240,240,0.122,0.122,274,274,0.122,0.878,0.84206822009401,240,274
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2022,"steelhead",0.394366197183099,0.605633802816901,92210,"Same","Yes",145,145,0.243,0.243,194,194,0.243,0.757,0.618743508717654,145,194
"Steelhead (Lower Columbia River DPS) Kalama River - summer",2023,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2010,"steelhead",NA,NA,112082,"Same","Yes",NA,NA,NA,NA,NA,948,NA,NA,NA,NA,948
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2010,"steelhead",NA,NA,112082,NA,"Yes",NA,NA,NA,0.027,NA,NA,0.027,0.973,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2011,"steelhead",0.401515773345372,0.598484226654628,109647,"Same","Yes",NA,NA,NA,NA,NA,627,NA,NA,NA,NA,627
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2011,"steelhead",0.401515773345372,0.598484226654628,109647,NA,"Yes",NA,NA,NA,0.031,NA,NA,0.031,0.969,0.928326313372979,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2012,"steelhead",0.259054998359094,0.740945001640906,124931,"Same","Yes",NA,NA,NA,NA,NA,1042,NA,NA,NA,NA,1042
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2012,"steelhead",0.259054998359094,0.740945001640906,124931,NA,"Yes",NA,NA,NA,0.025,NA,NA,0.025,0.975,0.911988874885434,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2013,"steelhead",0.565810600066068,0.434189399933932,130169,"Same","Yes",NA,NA,NA,NA,NA,836,NA,NA,NA,NA,836
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2013,"steelhead",0.565810600066068,0.434189399933932,130169,NA,"Yes",NA,NA,NA,0.05,NA,NA,0.05,0.95,0.918806204383887,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2014,"steelhead",0.568022991718788,0.431977008281212,114476,"Same","Yes",NA,NA,NA,NA,NA,942,NA,NA,NA,NA,942
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2014,"steelhead",0.568022991718788,0.431977008281212,114476,NA,"Yes",NA,NA,NA,0.042,NA,NA,0.042,0.958,0.931150136027395,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2015,"steelhead",0.558039201547872,0.441960798452128,83211,"Same","Yes",NA,NA,NA,NA,NA,1189,NA,NA,NA,NA,1189
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2015,"steelhead",0.558039201547872,0.441960798452128,83211,NA,"Yes",NA,NA,NA,0.043,NA,NA,0.043,0.957,0.928457245568574,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2016,"steelhead",0.501232492360819,0.498767507639181,88033,"Same","Yes",NA,NA,NA,NA,NA,1181,NA,NA,NA,NA,1181
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2016,"steelhead",0.501232492360819,0.498767507639181,88033,NA,"Yes",NA,NA,NA,0.031,NA,NA,0.031,0.969,0.941754777385925,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2017,"steelhead",0.293463073434794,0.706536926565206,119521,"Same","Yes",NA,NA,NA,NA,NA,682,NA,NA,NA,NA,682
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2017,"steelhead",0.293463073434794,0.706536926565206,119521,NA,"Yes",NA,NA,NA,0.028,NA,NA,0.028,0.972,0.912898238354958,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2018,"steelhead",1,0,109418,"Same","Yes",NA,NA,NA,NA,NA,583,NA,NA,NA,NA,583
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2018,"steelhead",1,0,109418,NA,"Yes",NA,NA,NA,0.02,NA,NA,0.02,0.98,0.980392156862745,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2019,"steelhead",1,0,110850,"Same","Yes",NA,NA,NA,NA,NA,202,NA,NA,NA,NA,202
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2019,"steelhead",1,0,110850,NA,"Yes",NA,NA,NA,0.064,NA,NA,0.064,0.936,0.93984962406015,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2020,"steelhead",0.360876137120036,0.639123862879964,144224,"Same","Yes",NA,NA,NA,NA,NA,464,NA,NA,NA,NA,464
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2020,"steelhead",0.360876137120036,0.639123862879964,144224,NA,"Yes",NA,NA,NA,0.01,NA,NA,0.01,0.99,0.973036820115597,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2021,"steelhead",1,0,139464,"Same","Yes",NA,NA,NA,NA,NA,303,NA,NA,NA,NA,303
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2021,"steelhead",1,0,139464,NA,"Yes",NA,NA,NA,0.027,NA,NA,0.027,0.973,0.973709834469328,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2022,"steelhead",0.333522179629616,0.666477820370384,135913,"Same","Yes",NA,NA,NA,NA,NA,792,NA,NA,NA,NA,792
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2022,"steelhead",0.333522179629616,0.666477820370384,135913,NA,"Yes",NA,NA,NA,0.019,NA,NA,0.019,0.981,0.946102682049786,NA,NA
"Steelhead (Lower Columbia River DPS) Kalama River - winter",2023,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2010,"steelhead",NA,NA,1161914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2011,"steelhead",0,1,1144441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2012,"steelhead",0.139718120096161,0.860281879903839,1362708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2013,"steelhead",0.00427777351133383,0.995722226488666,1207574,"Portion","Yes",NA,503,NA,0.099,NA,558,0.099,0.901,0.0414200787438972,503,558
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2014,"steelhead",0.0699427212677599,0.93005727873224,851703,"Portion","Yes",NA,556,NA,0.12,NA,632,0.12,0.88,0.368230594996912,556,632
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2015,"steelhead",0.0618185115204661,0.938181488479534,621894,"Portion","Yes",NA,728,NA,0.059,NA,774,0.059,0.941,0.511664237065148,728,774
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2016,"steelhead",0.0506995473836168,0.949300452616383,1119000,"Portion","Yes",NA,719,NA,0.266,NA,979,0.266,0.734,0.160087211372628,719,979
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2017,"steelhead",0.0129279453112079,0.987072054688792,1067000,"Portion","Yes",NA,292,NA,0.581,NA,697,0.581,0.419,0.0217668581067252,292,697
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2018,"steelhead",0.00550833623401817,0.994491663765982,1016015,"Portion","Yes",NA,365,NA,0.32,NA,537,0.32,0.68,0.0169222585748405,365,537
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2019,"steelhead",0.00527000333268654,0.994729996667313,1007734,"Portion","Yes",NA,236,NA,0.291,NA,333,0.291,0.709,0.0177878397185177,236,333
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2020,"steelhead",0.00468646016588795,0.995313539834112,1068770,"Portion","Yes",NA,271,NA,0.349,NA,416,0.349,0.651,0.0132503239272713,271,416
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2021,"steelhead",0.00217614292141004,0.99782385707859,1135883,"Portion","Yes",NA,124,NA,0.168,NA,149,0.168,0.832,0.0127875910456792,124,149
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2022,"steelhead",0,1,1131162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter",2023,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Lower Gorge Tributaries - winter",2010,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Steelhead (Lower Columbia River DPS) Lower Gorge Tributaries - winter",2011,"steelhead",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
