"brood_code","Brood_Year","species_description","run_description","stock_description","Origin_desc","quasi_noaa_name","Wild","Hatchery","nosa_esa_pop_name","stock_id","comments","sasi_stock_num","POPFIT","BESTVALUE","nosaij","nosaej","phosij","phosej","tsaij","tsaej","pHOS","pNOS","pNOB","pHOB","pNI"
"SH:WI:BEHA:2022:H",2022,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:BEHA:2023:H",2023,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:BEHA:2024:H",2024,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:COWL:2011:H",2011,"steelhead","winter","Cowlitz River","Hatchery Origin","Cowlitz River winter steelhead",0,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:ELOC:2011:H",2011,"steelhead","winter","Elochoman River","Hatchery Origin","Elochoman River winter steelhead",0,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:ELOC:2012:H",2012,"steelhead","winter","Elochoman River","Hatchery Origin","Elochoman River winter steelhead",0,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:ELOC:2013:H",2013,"steelhead","winter","Elochoman River","Hatchery Origin","Elochoman River winter steelhead",0,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:ELOC:2014:H",2014,"steelhead","winter","Elochoman River","Hatchery Origin","Elochoman River winter steelhead",0,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:ELOC:2015:H",2015,"steelhead","winter","Elochoman River","Hatchery Origin","Elochoman River winter steelhead",0,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:ELOC:2016:H",2016,"steelhead","winter","Elochoman River","Hatchery Origin","Elochoman River winter steelhead",0,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:GRAY:2011:H",2011,"steelhead","winter","Grays River","Hatchery Origin","Grays River winter steelhead",0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KALA:2011:H",2011,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KALA:2012:H",2012,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KALA:2013:H",2013,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KALA:2014:H",2014,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KALA:2015:H",2015,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KALA:2016:H",2016,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KFHA:2017:H",2017,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",0,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KFHA:2018:H",2018,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",64,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727272727272727,0.272727272727273,NA
"SH:WI:KFHA:2019:H",2019,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",8,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0919540229885057,0.908045977011494,NA
"SH:WI:KFHA:2020:H",2020,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",0,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KFHA:2021:H",2021,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029126213592233,0.970873786407767,NA
"SH:WI:KFHA:2022:H",2022,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",0,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KFHA:2023:H",2023,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",0,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:KFHA:2024:H",2024,"steelhead","winter","Kalama Falls Hatchery","Hatchery Origin","Kalama Falls Hatchery winter steelhead",0,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:LEWI:2011:H",2011,"steelhead","winter","Lewis River","Hatchery Origin","Lewis River winter steelhead",0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:LEWI:2011:W",2011,"steelhead","winter","Lewis River","Wild Origin","Lewis River winter steelhead",35,0,"Steelhead (Lower Columbia River DPS) North Fork Lewis River - winter","221E528E-D73A-40AC-94C5-421B2743FCCA",NA,"6749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WI:LEWI:2012:H",2012,"steelhead","winter","Lewis River","Hatchery Origin","Lewis River winter steelhead",0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:LEWI:2013:H",2013,"steelhead","winter","Lewis River","Hatchery Origin","Lewis River winter steelhead",0,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:LEWI:2014:H",2014,"steelhead","winter","Lewis River","Hatchery Origin","Lewis River winter steelhead",0,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:LEWI:2015:H",2015,"steelhead","winter","Lewis River","Hatchery Origin","Lewis River winter steelhead",0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:LEWI:2016:H",2016,"steelhead","winter","Lewis River","Hatchery Origin","Lewis River winter steelhead",0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:MEHA:2017:H",2017,"steelhead","winter","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock winter steelhead",0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:MEHA:2018:H",2018,"steelhead","winter","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock winter steelhead",0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:MEHA:2019:H",2019,"steelhead","winter","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock winter steelhead",0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:MEHA:2020:H",2020,"steelhead","winter","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock winter steelhead",0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:MEHA:2021:H",2021,"steelhead","winter","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock winter steelhead",0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:MEHA:2022:H",2022,"steelhead","winter","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock winter steelhead",0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:MEHA:2023:H",2023,"steelhead","winter","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock winter steelhead",0,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKHA:2021:H",2021,"steelhead","winter","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock winter steelhead",0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKHA:2022:H",2022,"steelhead","winter","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock winter steelhead",0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKHA:2023:H",2023,"steelhead","winter","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock winter steelhead",0,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKHA:2024:H",2024,"steelhead","winter","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock winter steelhead",0,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKMN:2012:H",2012,"steelhead","winter","Skamania","Hatchery Origin","Skamania winter steelhead",0,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKMN:2013:H",2013,"steelhead","winter","Skamania","Hatchery Origin","Skamania winter steelhead",0,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKMN:2014:H",2014,"steelhead","winter","Skamania","Hatchery Origin","Skamania winter steelhead",0,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKMN:2015:H",2015,"steelhead","winter","Skamania","Hatchery Origin","Skamania winter steelhead",0,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:SKMN:2016:H",2016,"steelhead","winter","Skamania","Hatchery Origin","Skamania winter steelhead",0,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:COWL:2011:H",2011,"steelhead","winter","Cowlitz River","Hatchery Origin","Cowlitz River winter steelhead",0,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:COWL:2012:H",2012,"steelhead","winter","Cowlitz River","Hatchery Origin","Cowlitz River winter steelhead",0,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:COWL:2012:W",2012,"steelhead","winter","Cowlitz River","Wild Origin","Cowlitz River winter steelhead",147,0,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2011:W",2011,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",77,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,607,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2011:W",2011,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",77,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,627,NA,NA,1,0,NA
"SH:WL:KALA:2011:W",2011,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",77,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.031,NA,NA,0.031,0.969,1,0,0.969932104752667
"SH:WL:KALA:2012:W",2012,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",36,33,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,1016,NA,NA,NA,NA,NA,NA,0.521739130434783,0.478260869565217,NA
"SH:WL:KALA:2012:W",2012,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",36,33,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,1042,NA,NA,0.521739130434783,0.478260869565217,NA
"SH:WL:KALA:2012:W",2012,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",36,33,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.025,NA,NA,0.025,0.975,0.521739130434783,0.478260869565217,0.95427435387674
"SH:WL:KALA:2013:H",2013,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:KALA:2013:W",2013,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",78,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,794,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2013:W",2013,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",78,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,836,NA,NA,1,0,NA
"SH:WL:KALA:2013:W",2013,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",78,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.05,NA,NA,0.05,0.95,1,0,0.952380952380952
"SH:WL:KALA:2014:W",2014,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",69,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,903,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2014:W",2014,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",69,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,942,NA,NA,1,0,NA
"SH:WL:KALA:2014:W",2014,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",69,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.042,NA,NA,0.042,0.958,1,0,0.959692898272553
"SH:WL:KALA:2015:W",2015,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",54,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,1138,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2015:W",2015,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",54,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,1189,NA,NA,1,0,NA
"SH:WL:KALA:2015:W",2015,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",54,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.043,NA,NA,0.043,0.957,1,0,0.958772770853308
"SH:WL:KALA:2016:W",2016,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",42,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,1144,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2016:W",2016,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",42,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,1181,NA,NA,1,0,NA
"SH:WL:KALA:2016:W",2016,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",42,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.031,NA,NA,0.031,0.969,1,0,0.969932104752667
"SH:WL:KALA:2017:H",2017,"steelhead","winter","Kalama River","Hatchery Origin","Kalama River winter steelhead",0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WL:KALA:2017:W",2017,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",49,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,664,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2017:W",2017,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",49,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,682,NA,NA,1,0,NA
"SH:WL:KALA:2017:W",2017,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",49,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.028,NA,NA,0.028,0.972,1,0,0.972762645914397
"SH:WL:KALA:2018:W",2018,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",84,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,572,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2018:W",2018,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",84,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,583,NA,NA,1,0,NA
"SH:WL:KALA:2018:W",2018,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",84,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.02,NA,NA,0.02,0.98,1,0,0.980392156862745
"SH:WL:KALA:2019:W",2019,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",47,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,189,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2019:W",2019,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",47,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,202,NA,NA,1,0,NA
"SH:WL:KALA:2019:W",2019,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",47,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.064,NA,NA,0.064,0.936,1,0,0.93984962406015
"SH:WL:KALA:2020:W",2020,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",62,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,459,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2020:W",2020,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",62,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,464,NA,NA,1,0,NA
"SH:WL:KALA:2020:W",2020,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",62,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.01,NA,NA,0.01,0.99,1,0,0.99009900990099
"SH:WL:KALA:2021:W",2021,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",50,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,295,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2021:W",2021,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",50,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,303,NA,NA,1,0,NA
"SH:WL:KALA:2021:W",2021,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",50,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.027,NA,NA,0.027,0.973,1,0,0.973709834469328
"SH:WL:KALA:2022:W",2022,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",63,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,777,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:WL:KALA:2022:W",2022,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",63,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,NA,NA,NA,NA,792,NA,NA,1,0,NA
"SH:WL:KALA:2022:W",2022,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",63,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742",NA,"Yes",NA,NA,NA,0.019,NA,NA,0.019,0.981,1,0,0.98135426889107
"SH:WL:KALA:2023:W",2023,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",42,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,552,NA,0.001,NA,558,0.001,0.999,1,0,0.999000999000999
"SH:WL:KALA:2024:W",2024,"steelhead","winter","Kalama River","Wild Origin","Kalama River winter steelhead",45,0,"Steelhead (Lower Columbia River DPS) Kalama River - winter","E4599B39-1404-49A3-B1CF-D09DE1F2963D",NA,"6742","Same","Yes",NA,834,NA,0.002,NA,847,0.002,0.998,1,0,0.998003992015968
"SH:WL:LCOW:2013:M",2013,"steelhead","winter","Lower Cowlitz River","Mixed Hatchery/Wild Origin","Lower Cowlitz River winter steelhead",2,226,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701","Portion","Yes",NA,503,NA,0.099,NA,558,0.099,0.901,0.0087719298245614,0.991228070175439,0.0813934559661403
"SH:WL:LCOW:2014:M",2014,"steelhead","winter","Lower Cowlitz River","Mixed Hatchery/Wild Origin","Lower Cowlitz River winter steelhead",45,237,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701","Portion","Yes",NA,556,NA,0.12,NA,632,0.12,0.88,0.159574468085106,0.840425531914894,0.570776255707763
"SH:WL:LCOW:2015:M",2015,"steelhead","winter","Lower Cowlitz River","Mixed Hatchery/Wild Origin","Lower Cowlitz River winter steelhead",20,208,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701","Portion","Yes",NA,728,NA,0.059,NA,774,0.059,0.941,0.087719298245614,0.912280701754386,0.597871577185221
"SH:WL:LCOW:2016:M",2016,"steelhead","winter","Lower Cowlitz River","Mixed Hatchery/Wild Origin","Lower Cowlitz River winter steelhead",27,220,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701","Portion","Yes",NA,719,NA,0.266,NA,979,0.266,0.734,0.109311740890688,0.890688259109312,0.291255852085176
"SH:WL:LCOW:2017:M",2017,"steelhead","winter","Lower Cowlitz River","Mixed Hatchery/Wild Origin","Lower Cowlitz River winter steelhead",7,231,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701","Portion","Yes",NA,292,NA,0.581,NA,697,0.581,0.419,0.0294117647058824,0.970588235294118,0.0481834827021297
"SH:WL:LCOW:2018:M",2018,"steelhead","winter","Lower Cowlitz River","Mixed Hatchery/Wild Origin","Lower Cowlitz River winter steelhead",5,330,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701","Portion","Yes",NA,365,NA,0.32,NA,537,0.32,0.68,0.0149253731343284,0.985074626865672,0.0445632798573975
"SH:WL:LCOW:2019:M",2019,"steelhead","winter","Lower Cowlitz River","Mixed Hatchery/Wild Origin","Lower Cowlitz River winter steelhead",3,257,"Steelhead (Lower Columbia River DPS) Lower Cowlitz River - winter","0CCF5308-0104-462A-823D-208168F9ECF7",NA,"6701","Portion","Yes",NA,236,NA,0.291,NA,333,0.291,0.709,0.0115384615384615,0.988461538461539,0.03813882532418
