"brood_code","Brood_Year","species_description","run_description","stock_description","Origin_desc","quasi_noaa_name","Wild","Hatchery","nosa_esa_pop_name","stock_id","comments","sasi_stock_num","POPFIT","BESTVALUE","nosaij","nosaej","phosij","phosej","tsaij","tsaej","pHOS","pNOS","pNOB","pHOB","pNI"
"CO:SO:TOUT:2013:W",2013,"coho","fall","Toutle River","Wild Origin","Toutle River fall coho",116,0,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,2536,NA,0.201,NA,3193,0.201,0.799,1,0,0.832639467110741
"CO:SO:TOUT:2014:H",2014,"coho","fall","Toutle River","Hatchery Origin","Toutle River fall coho",0,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CO:SO:TOUT:2014:W",2014,"coho","fall","Toutle River","Wild Origin","Toutle River fall coho",132,0,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,5359,NA,0.324,NA,7960,0.324,0.676,1,0,0.755287009063444
"CO:SO:TOUT:2015:H",2015,"coho","fall","Toutle River","Hatchery Origin","Toutle River fall coho",0,592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CO:SO:TOUT:2015:M",2015,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",30,30,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,911,NA,0.562,NA,2108,0.562,0.438,0.5,0.5,0.470809792843691
"CO:SO:TOUT:2015:W",2015,"coho","fall","Toutle River","Wild Origin","Toutle River fall coho",16,0,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,911,NA,0.562,NA,2108,0.562,0.438,1,0,0.640204865556978
"CO:SO:TOUT:2016:M",2016,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",95,47,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,1937,NA,0.617,NA,5103,0.617,0.383,0.669014084507042,0.330985915492958,0.520222983999036
"CO:SO:TOUT:2017:M",2017,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",89,36,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,972,NA,0.266,NA,1352,0.266,0.734,0.712,0.288,0.7280163599182
"CO:SO:TOUT:2018:M",2018,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",11,131,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,1002,NA,0.269,NA,1405,0.269,0.731,0.0774647887323944,0.922535211267606,0.223586324647343
"CO:SO:TOUT:2019:M",2019,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",88,69,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,2170,NA,0.168,NA,2832,0.168,0.832,0.560509554140127,0.439490445859873,0.76939218017766
"CO:SO:TOUT:2020:M",2020,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",87,44,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,2076,NA,0.16,NA,2512,0.16,0.84,0.66412213740458,0.33587786259542,0.80585402000741
"CO:SO:TOUT:2021:M",2021,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",100,38,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,2298,NA,0.142,NA,2727,0.142,0.858,0.72463768115942,0.27536231884058,0.836148366166092
"CO:SO:TOUT:2022:M",2022,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",82,38,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,2422,NA,0.15,NA,2901,0.15,0.85,0.683333333333333,0.316666666666667,0.82
"CO:SO:TOUT:2023:M",2023,"coho","fall","Toutle River","Mixed Hatchery/Wild Origin","Toutle River fall coho",82,24,"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late","DB8AF0AD-BAE9-480B-8A2F-643BF842E6B1",NA,"3793","Same","Yes",NA,1835,NA,0.198,NA,2310,0.198,0.802,0.773584905660377,0.226415094339623,0.79620926709908
"CT:AC:COHA:2021:H",2021,"cutthroat","anadromous coastal","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock anadromous coastal cutthroat",0,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COHA:2022:H",2022,"cutthroat","anadromous coastal","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock anadromous coastal cutthroat",0,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COHA:2023:H",2023,"cutthroat","anadromous coastal","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock anadromous coastal cutthroat",0,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COHA:2024:H",2024,"cutthroat","anadromous coastal","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock anadromous coastal cutthroat",0,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2011:H",2011,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2012:H",2012,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2013:H",2013,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2014:H",2014,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2015:H",2015,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2016:H",2016,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2017:H",2017,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2018:H",2018,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2019:H",2019,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:AC:COWL:2020:H",2020,"cutthroat","anadromous coastal","Cowlitz River","Hatchery Origin","Cowlitz River anadromous coastal cutthroat",0,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"CT:RC:SKMN:2012:H",2012,"cutthroat","resident coastal","Skamania","Hatchery Origin","Skamania resident coastal cutthroat",58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"CT:RC:SKMN:2013:H",2013,"cutthroat","resident coastal","Skamania","Hatchery Origin","Skamania resident coastal cutthroat",60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA
"SH:SU:COHA:2017:H",2017,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COHA:2018:H",2018,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COHA:2019:H",2019,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COHA:2020:H",2020,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COHA:2021:H",2021,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COHA:2022:H",2022,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COHA:2023:H",2023,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COHA:2024:H",2024,"steelhead","summer","Cowlitz River Hatchery Stock","Hatchery Origin","Cowlitz River Hatchery Stock summer steelhead",0,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COWL:2011:H",2011,"steelhead","summer","Cowlitz River","Hatchery Origin","Cowlitz River summer steelhead",0,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COWL:2012:H",2012,"steelhead","summer","Cowlitz River","Hatchery Origin","Cowlitz River summer steelhead",0,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COWL:2013:H",2013,"steelhead","summer","Cowlitz River","Hatchery Origin","Cowlitz River summer steelhead",0,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COWL:2014:H",2014,"steelhead","summer","Cowlitz River","Hatchery Origin","Cowlitz River summer steelhead",0,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COWL:2015:H",2015,"steelhead","summer","Cowlitz River","Hatchery Origin","Cowlitz River summer steelhead",0,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:COWL:2016:H",2016,"steelhead","summer","Cowlitz River","Hatchery Origin","Cowlitz River summer steelhead",0,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:KALA:2011:W",2011,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",51,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",582,582,NA,NA,1206,1206,0.517412935323383,0.482587064676617,1,0,0.659016393442623
"SH:SU:KALA:2011:W",2011,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",51,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735",NA,"Yes",NA,NA,0.514,0.514,NA,NA,0.514,0.486,1,0,0.660501981505945
"SH:SU:KALA:2012:H",2012,"steelhead","summer","Kalama River","Hatchery Origin","Kalama River summer steelhead",0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:KALA:2012:W",2012,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",51,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",667,667,NA,NA,1198,1198,0.443238731218698,0.556761268781302,1,0,0.692886061307114
"SH:SU:KALA:2012:W",2012,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",51,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735",NA,"Yes",NA,NA,0.443,0.443,NA,NA,0.443,0.557,1,0,0.693000693000693
"SH:SU:KALA:2013:H",2013,"steelhead","summer","Kalama River","Hatchery Origin","Kalama River summer steelhead",0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:KALA:2013:W",2013,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",52,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",748,748,NA,NA,1209,1209,0.381306865177833,0.618693134822167,1,0,0.723952095808383
"SH:SU:KALA:2013:W",2013,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",52,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735",NA,"Yes",NA,NA,0.379,0.379,NA,NA,0.379,0.621,1,0,0.725163161711385
"SH:SU:KALA:2014:H",2014,"steelhead","summer","Kalama River","Hatchery Origin","Kalama River summer steelhead",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:KALA:2014:W",2014,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",50,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",402,402,NA,NA,753,753,0.466135458167331,0.533864541832669,1,0,0.682065217391304
"SH:SU:KALA:2014:W",2014,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",50,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735",NA,"Yes",NA,NA,0.464,0.464,NA,NA,0.464,0.536,1,0,0.683060109289617
"SH:SU:KALA:2015:H",2015,"steelhead","summer","Kalama River","Hatchery Origin","Kalama River summer steelhead",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:KALA:2015:W",2015,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",42,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",795,795,NA,NA,1848,1848,0.569805194805195,0.430194805194805,1,0,0.637021716649431
"SH:SU:KALA:2015:W",2015,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",42,0,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735",NA,"Yes",NA,NA,0.569,0.569,NA,NA,0.569,0.431,1,0,0.637348629700446
"SH:SU:KALA:2016:H",2016,"steelhead","summer","Kalama River","Hatchery Origin","Kalama River summer steelhead",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:KALA:2016:W",2016,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",35,4,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",880,880,0.367,0.367,1395,1395,0.367,0.633,0.897435897435897,0.102564102564103,0.709751992375236
"SH:SU:KALA:2017:W",2017,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",39,26,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",648,648,0.451,0.451,1183,1183,0.451,0.549,0.6,0.4,0.570884871550904
"SH:SU:KALA:2018:W",2018,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",46,32,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",327,327,0.332,0.332,490,490,0.332,0.668,0.58974358974359,0.41025641025641,0.639813063313675
"SH:SU:KALA:2019:W",2019,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",52,8,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",396,396,0.285,0.285,556,556,0.285,0.715,0.866666666666667,0.133333333333333,0.752532561505065
"SH:SU:KALA:2020:W",2020,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",45,10,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",324,324,0.226,0.226,421,421,0.226,0.774,0.818181818181818,0.181818181818182,0.783562597945325
"SH:SU:KALA:2021:W",2021,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",67,36,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",239,239,0.13,0.13,276,276,0.13,0.87,0.650485436893204,0.349514563106796,0.833436994651076
"SH:SU:KALA:2022:W",2022,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",28,43,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",146,146,0.233,0.233,191,191,0.233,0.767,0.394366197183099,0.605633802816901,0.628606066048537
"SH:SU:KALA:2023:W",2023,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",66,26,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",447,447,0.141,0.141,521,521,0.141,0.859,0.717391304347826,0.282608695652174,0.835739249354202
"SH:SU:KALA:2024:W",2024,"steelhead","summer","Kalama River","Wild Origin","Kalama River summer steelhead",53,22,"Steelhead (Lower Columbia River DPS) Kalama River - summer","286FEC6E-6971-4434-94D2-25E3F2737187",NA,"6735","Same","Yes",379,379,0.122,0.122,434,434,0.122,0.878,0.706666666666667,0.293333333333333,0.85277554304103
"SH:SU:LEWI:2011:H",2011,"steelhead","summer","Lewis River","Hatchery Origin","Lewis River summer steelhead",0,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:LEWI:2012:H",2012,"steelhead","summer","Lewis River","Hatchery Origin","Lewis River summer steelhead",0,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:LEWI:2013:H",2013,"steelhead","summer","Lewis River","Hatchery Origin","Lewis River summer steelhead",0,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:LEWI:2014:H",2014,"steelhead","summer","Lewis River","Hatchery Origin","Lewis River summer steelhead",0,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:LEWI:2015:H",2015,"steelhead","summer","Lewis River","Hatchery Origin","Lewis River summer steelhead",0,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:LEWI:2016:H",2016,"steelhead","summer","Lewis River","Hatchery Origin","Lewis River summer steelhead",0,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2017:H",2017,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2018:H",2018,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2019:H",2019,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2020:H",2020,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2021:H",2021,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2022:H",2022,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2023:H",2023,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:MEHA:2024:H",2024,"steelhead","summer","Merwin Hatchery Stock","Hatchery Origin","Merwin Hatchery Stock summer steelhead",0,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2017:H",2017,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2018:H",2018,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2019:H",2019,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2020:H",2020,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2021:H",2021,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2022:H",2022,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2023:H",2023,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKHA:2024:H",2024,"steelhead","summer","Skamania Hatchery Stock","Hatchery Origin","Skamania Hatchery Stock summer steelhead",0,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKMN:2012:H",2012,"steelhead","summer","Skamania","Hatchery Origin","Skamania summer steelhead",0,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKMN:2013:H",2013,"steelhead","summer","Skamania","Hatchery Origin","Skamania summer steelhead",0,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKMN:2014:H",2014,"steelhead","summer","Skamania","Hatchery Origin","Skamania summer steelhead",0,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKMN:2015:H",2015,"steelhead","summer","Skamania","Hatchery Origin","Skamania summer steelhead",0,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:SU:SKMN:2016:H",2016,"steelhead","summer","Skamania","Hatchery Origin","Skamania summer steelhead",0,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:BEHA:2017:H",2017,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:BEHA:2018:H",2018,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:BEHA:2019:H",2019,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:BEHA:2020:H",2020,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
"SH:WI:BEHA:2021:H",2021,"steelhead","winter","Beaver Creek Hatchery Stock","Hatchery Origin","Beaver Creek Hatchery Stock winter steelhead",0,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA
