"esa_pop_name","Brood_Year","sasi_stock_num","species","run","release_location","release_id","name","latitude","longitude","Region","Hatchery_Region_Group","stock","origin","BROOD_Code","total_amt","release_method","psc_code","fish_per_pound_num","mean_length","anadromous_waters","comments","run_release"
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2010,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2011,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2012,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2013,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2014,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2015,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2016,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2017,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2018,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2019,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2020,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2021,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2022,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Coweeman River - late",2023,"3700","coho","fall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2010,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2010,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2010,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2011,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2011,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2011,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2012,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2012,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2012,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2013,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2013,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2013,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2014,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2014,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2014,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2015,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2015,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2015,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2016,"3645","coho","fall","BEAVER CR RELEASES    25.0247",42,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Grays River","Hatchery Origin","CO:NO:GRAY:2016:H","19400.00","Forced","3F42001  250247 R01","14.40","141.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2016,"3645","coho","fall","BEAVER CR RELEASES    25.0247",43,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Grays River","Hatchery Origin","CO:NO:GRAY:2016:H","54500.00","Forced","3F42001  250247 R01","14.40","141.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2016,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2016,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2017,"3645","coho","fall","BEAVER CR RELEASES    25.0247",34,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Grays River","Hatchery Origin","CO:NO:GRAY:2017:H","61750.00","Forced","3F42001  250247 R01","11.30","150.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2017,"3645","coho","fall","BEAVER CR RELEASES    25.0247",35,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Grays River","Hatchery Origin","CO:NO:GRAY:2017:H","41000.00","Forced","3F42001  250247 R01","11.30","150.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2017,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2017,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2018,"3645","coho","fall","BEAVER CR RELEASES    25.0247",20,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Grays River","Hatchery Origin","CO:NO:GRAY:2018:H","47329.00","Forced","3F42001  250247 R01","14.80","144.53","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2018,"3645","coho","fall","BEAVER CR RELEASES    25.0247",31,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Grays River","Hatchery Origin","CO:NO:GRAY:2018:H","153071.00","Forced","3F42001  250247 R01","14.80","144.53","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2018,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2018,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2019,"3645","coho","fall","BEAVER CR RELEASES    25.0247",16,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Grays River","Mixed Hatchery/Wild Origin","CO:NO:GRAY:2019:M","40554.00","Volitional","3F42001  250247 R01","16.17","134.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2019,"3645","coho","fall","BEAVER CR RELEASES    25.0247",17,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Elochoman River","Hatchery Origin","CO:NO:ELOC:2019:H","45566.00","Volitional","3F42001  250247 R01","16.17","134.30","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2019,"3645","coho","fall","BEAVER CR RELEASES    25.0247",25,"BEAVER CR HATCHERY","46.223000","-123.330500",5,"COLUMBIA RIVER REGION","Elochoman River","Hatchery Origin","CO:NO:ELOC:2019:H","66687.00","Volitional","3F42001  250247 R01","16.17","134.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2019,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2019,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2020,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2020,"3645","coho","fall","ELOCHOMAN R  25.0236",8,"BEAVER CR HATCHERY","46.22868","-123.394026",5,"COLUMBIA RIVER REGION","Elochoman River","Mixed Hatchery/Wild Origin","CO:NO:ELOC:2020:M","165272.00","Volitional","3F42001  250236 R","14.80","143.72","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2020,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2021,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2021,"3645","coho","fall","ELOCHOMAN R  25.0236",12,"BEAVER CR HATCHERY","46.22868","-123.394026",5,"COLUMBIA RIVER REGION","Elochoman River","Mixed Hatchery/Wild Origin","CO:NO:ELOC:2021:M","229000.00","Forced","3F42001  250236 R","14.40","142.99","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2021,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2022,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2022,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2022,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2023,"3645","coho","fall","BEAVER CR RELEASES    25.0247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2023,"3645","coho","fall","ELOCHOMAN R  25.0236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Elochoman River - late",2023,"3645","coho","fall","SKAMOKAWA CR 25.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2010,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2011,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2012,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2013,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2014,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2015,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2016,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2017,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2018,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2019,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2020,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2021,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2022,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2023,"3770","coho","fall","SALMON CR    28.0059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2010,"3740","coho","fall","FALLERT CR   27.0017",1128,"FALLERT CR HATCHERY","46.044800","-122.803400",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:SO:KALA:2010:M","113518.00","Volitional","3F42001  270017 R","15.50",NA,"Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2010,"3740","coho","fall","KALAMA R     27.0002",3465,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2010:M","144742.00","Forced","3F42001  270002 R","16.34","135.80","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2010,"3740","coho","fall","KALAMA R     27.0002",3474,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2010:M","152719.00","Forced","3F42001  270002 R","16.20","135.40","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2010,"3740","coho","fall","KALAMA R     27.0002",3475,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2010:M","155119.00","Forced","3F42001  270002 R","15.15","138.80","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2010,"3740","coho","fall","KALAMA R     27.0002",3476,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2010:M","183266.00","Forced","3F42001  270002 R","15.00","139.40","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2011,"3740","coho","fall","FALLERT CR   27.0017",1125,"FALLERT CR HATCHERY","46.044800","-122.803400",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:SO:KALA:2011:M","121005.00","Volitional","3F42001  270017 R","15.50",NA,"Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2011,"3740","coho","fall","KALAMA R     27.0002",3447,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2011:M","143126.00","Forced","3F42001  270002 R","16.30","132.90","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2011,"3740","coho","fall","KALAMA R     27.0002",3455,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2011:M","176899.00","Forced","3F42001  270002 R","15.60","134.10","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2011,"3740","coho","fall","KALAMA R     27.0002",3456,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2011:M","175496.00","Forced","3F42001  270002 R","16.00","134.30","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2011,"3740","coho","fall","KALAMA R     27.0002",3457,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2011:M","178773.00","Forced","3F42001  270002 R","17.70","131.40","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2011,"3740","coho","fall","KALAMA R     27.0002",3458,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2011:M","31258.00","Forced","3F42001  270002 R","16.30","132.90","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2012,"3740","coho","fall","FALLERT CR   27.0017",1111,"FALLERT CR HATCHERY","46.044800","-122.803400",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:SO:KALA:2012:M","131287.00","Volitional","3F42001  270017 R","15.80",NA,"Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2012,"3740","coho","fall","KALAMA R     27.0002",3429,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2012:M","166108.00","Forced","3F42001  270002 R","16.40","132.50","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2012,"3740","coho","fall","KALAMA R     27.0002",3430,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2012:M","137103.00","Forced","3F42001  270002 R","15.30","134.30","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2012,"3740","coho","fall","KALAMA R     27.0002",3431,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2012:M","156306.00","Forced","3F42001  270002 R","15.90","132.80","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2012,"3740","coho","fall","KALAMA R     27.0002",3432,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2012:M","105663.00","Forced","3F42001  270002 R","15.70","134.30","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2012,"3740","coho","fall","KALAMA R     27.0002",3433,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2012:M","22028.00","Forced","3F42001  270002 R","15.70","134.30","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2013,"3740","coho","fall","FALLERT CR   27.0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2013,"3740","coho","fall","KALAMA R     27.0002",3405,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2013:M","104495.00","Volitional","3F42001  270002 R","15.30","135.20","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2013,"3740","coho","fall","KALAMA R     27.0002",3407,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2013:M","43106.00","Volitional","3F42001  270002 R","15.20","136.90","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2013,"3740","coho","fall","KALAMA R     27.0002",3408,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2013:M","31957.00","Volitional","3F42001  270002 R","15.20","136.90","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2013,"3740","coho","fall","KALAMA R     27.0002",3415,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2013:M","75216.00","Volitional","3F42001  270002 R","16.40","131.80","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2013,"3740","coho","fall","KALAMA R     27.0002",3416,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2013:M","75132.00","Volitional","3F42001  270002 R","16.20","132.30","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2014,"3740","coho","fall","FALLERT CR   27.0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2014,"3740","coho","fall","KALAMA R     27.0002",3389,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2014:M","89680.00","Volitional","3F42001  270002 R","16.80","135.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2015,"3740","coho","fall","FALLERT CR   27.0017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2015,"3740","coho","fall","KALAMA R     27.0002",3369,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2015:M","94236.00","Volitional","3F42001  270002 R","17.00","133.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2015,"3740","coho","fall","KALAMA R     27.0002",3370,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2015:M","22710.00","Volitional","3F42001  270002 R","16.00","131.00","Y",NA,"fall"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2015,"3740","coho","fall","KALAMA R     27.0002",3371,"KALAMA FALLS HATCHERY","46.047159","-122.837299",5,"COLUMBIA RIVER REGION","Kalama River","Mixed Hatchery/Wild Origin","CO:NO:KALA:2015:M","93300.00","Volitional","3F42001  270002 R","16.00","131.00","Y",NA,"fall"
